"ccode","irst.1990","irst.1991","irst.1992","irst.1993","irst.1994","irst.1995","irst.1996","irst.1997","irst.1998","irst.1999","irst.2000","irst.2001","irst.2002","irst.2003","irst.2004","irst.2005","irst.2006","irst.2007","milex.1990","milex.1991","milex.1992","milex.1993","milex.1994","milex.1995","milex.1996","milex.1997","milex.1998","milex.1999","milex.2000","milex.2001","milex.2002","milex.2003","milex.2004","milex.2005","milex.2006","milex.2007","milper.1990","milper.1991","milper.1992","milper.1993","milper.1994","milper.1995","milper.1996","milper.1997","milper.1998","milper.1999","milper.2000","milper.2001","milper.2002","milper.2003","milper.2004","milper.2005","milper.2006","milper.2007","pec.1990","pec.1991","pec.1992","pec.1993","pec.1994","pec.1995","pec.1996","pec.1997","pec.1998","pec.1999","pec.2000","pec.2001","pec.2002","pec.2003","pec.2004","pec.2005","pec.2006","pec.2007","tpop.1990","tpop.1991","tpop.1992","tpop.1993","tpop.1994","tpop.1995","tpop.1996","tpop.1997","tpop.1998","tpop.1999","tpop.2000","tpop.2001","tpop.2002","tpop.2003","tpop.2004","tpop.2005","tpop.2006","tpop.2007","upop.1990","upop.1991","upop.1992","upop.1993","upop.1994","upop.1995","upop.1996","upop.1997","upop.1998","upop.1999","upop.2000","upop.2001","upop.2002","upop.2003","upop.2004","upop.2005","upop.2006","upop.2007"
2,89726,79738,84322,88793,91244,95191,95535,98485,98658,97427,101803,90104,91587,93677,99681,94897,98557,98102,289755000,262389000,286892000,297600000,293214000,277834000,277254000,276324000,279702000,292147000,303136000,322365000,348555000,404920000,455908000,495326000,521840000,552568000,2180,2110,1920,1810,1710,1620,1570,1530,1510,1490,1366,1368,1414,1427,1450,1473,1546,1506,3936181,4041865,4154138,4430624,4455146,4678672,4751977,4922493,4977176,5043448,5264636,5224415,5276818,5394710,5527871,5529642,5497134,5548023,249907,252618,255391,258132,260602,262755,265284,267901,274028,276218,278357,285112,287888,290448,293192,295896,298755,301621,64116,64814,65413,66072,66457,66945,67433,68503,69572,70642,75342,76419,77512,78621,79745,80805,81880,82969
20,12281,12987,13924,14387,13897,14415,14735,15553,15930,16235,16595,15276,16002,15929,16305,15327,15493,15572,10280000,11420000,10310000,9600000,9695000,9126000,8624000,7801000,7677000,8395000,8320000,7745000,8522000,10102000,11501000,13224000,15103000,18491000,87,86,82,76,75,70,66,61,60,60,59,57,52,52,57,62,62,63,498385.7,500841,498542.3,517304.7,513871.8,517566,548685.1,577041.7,593114.4,594470,642984.2,658831.9,662650.3,687163.4,699730.5,698313.4,673840.7,707232.1,27701,28031,28377,28703,29036,29354,29672,30004,30563,30857,31147,31021,31373,31676,31995,32312,32649,32976,10070,10455,10686,10918,11149,11381,11612,11751,11892,12035,12178,12323,12470,12618,12768,12905,13043,13183
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65700,48000,17800,-9,20000,19000,22000,22000,26000,26000,30000,29000,28000,33000,34000,36000,48000,58000,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,116.6933,139.4178,143.1028,149.4902,156.9832,160.1769,164.5989,173.6887,188.1833,197.3959,209.4337,218.3842,235.7501,250.0834,262.5909,266.0764,267.6295,269.5831,255,260,264,269,274,279,284,289,296,301,307,308,312,317,321,325,330,334,172,177,182,187,192,195,199,203,207,211,214,217,221,224,228,231,234,238
40,270,270,200,100,131,207,231,342,283,303,336,270,268,210,192,245,257,268,1691000,1160000,-9,-9,356,7e+05,715000,720000,765000,750000,735000,735000,1152000,1192000,1267000,1444000,1668000,-9,297,297,175,175,140,70,70,55,55,50,58,46,46,46,48,49,49,49,18324.7,16549.87,16702.26,14215.17,14825.49,9091.348,10345.42,9545.44,8993.514,10166.13,12463.33,16720.83,13564.22,14384.76,13318.8,11542.54,12297.47,12211.49,10624,10744,10831,10904,10950,10980,11019,11059,11116,11160,11201,11157,11184,11215,11236,11243,11241,11238,4070,4134,4168,4202,4314,4426,4270,4384,4400,4424,4448,4471,4495,4519,4471,4422,4415,4408
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16900,29400,55000,-9,-9,59000,102000,46000,49000,50000,43000,40000,32000,22000,-9,-9,-9,-9,8,8,8,8,0,0,0,0,0,0,-9,3,-9,-9,-9,0,0,1,631.2256,645.9677,663.1716,643.4487,649.1893,690.174,715.515,723.0303,729.7712,748.9739,718.2266,820.0637,813.7001,809.6684,814.0631,819.8079,827.1465,800.1665,6486,6625,6764,6903,7041,7180,7336,7492,7952,8087,8222,8132,8954,9105,9257,9410,9564,9720,1086,1140,1193,1247,1300,1354,1517,1569,1622,1677,1777,1883,1996,2115,2241,2351,2467,2588
42,37,39,33,35,37,40,42,82,36,43,39,36,-9,-9,-9,-9,-9,-9,57210,34790,59000,108000,115000,109000,116000,119000,115000,114000,169000,156000,229000,156000,153000,273000,256000,271000,21,21,22,22,22,22,22,22,25,30,24,24,24,24,24,24,25,25,3370.973,4217.667,4541.326,4911.688,5177.829,5034.207,5259.739,5323.944,5006.941,4728.108,4666.088,5295.974,5607.408,7037.44,7046.179,6694.69,7012.509,6895.24,7170,7320,7471,7620,7769,7915,8052,8097,8232,8364,8495,8688,8823,8958,9093,9226,9360,9493,2194,2240,2267,2329,2510,2692,2873,3055,3236,3417,3599,3780,3344,3437,3532,3618,3706,3797
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32520,24600,19360,27000,28000,28000,28000,42000,45000,51000,42000,40000,56000,52000,53000,56000,57000,108000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2368.199,2176.779,2403.976,1908.16,2155.117,2533.166,2731.6,2878.204,2878.541,1886.861,2989.33,2961.277,3395.669,3028.165,2863.631,2465.37,3247.207,3071.66,2415,2366,2424,2446,2473,2500,2515,2554,2538,2560,2583,2604,2615,2626,2638,2650,2663,2676,194,189,198,272,347,421,495,570,644,718,793,867,874,882,889,893,897,901
52,371,440,553,519,631,738,695,736,777,729,741,668,817,903,815,712,673,682,-9,29000,74000,-9,77000,72000,67000,40000,44000,40000,62000,67000,28000,55000,70000,92000,52000,55000,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,16517.45,18501.18,18792.99,16859.47,18521.52,19873.05,21448.95,19922.86,22931.53,25305.92,27142.44,27907.93,28545.28,29578.07,30867.47,31967.17,36636.51,36046.46,1215,1225,1240,1247,1250,1260,1264,1307,1283,1289,1295,1267,1276,1282,1291,1294,1298,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21300,-9,-9,12000,13000,14000,14000,12000,13000,12000,13000,13000,13000,24000,24000,26000,27000,28000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,566.186,555.285,432.5954,525.0858,429.7066,479.1643,473.8669,489.5345,181.2961,206.8493,199.5497,190.5505,185.3726,174.874,191.8593,199.178,203.0153,208.5152,257,258,263,264,264,264,264,262,268,269,270,270,271,272,272,273,273,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.650411,5.773246,5.773246,5.773246,6.264586,10.53137,11.88255,12.2835,12.65201,13.02051,13.38902,13.26618,14.55121,13.56853,14.1827,14.05987,14.42837,14.43024,72,71,72,73,74,71,74,71,71,71,71,71,70,70,70,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.249477,9.863653,10.23216,10.47783,12.63205,13.61473,14.47457,16.39233,17.80954,18.61258,21.1353,23.26276,24.14369,24.18321,27.49268,30.02449,31.00068,30.99944,91,91,91,92,92,92,92,93,93,93,94,101,102,102,102,103,104,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77484,12.89768,18.68321,21.01213,22.27733,24.23041,24.40238,26.25718,29.05783,31.55138,34.06949,35.27327,35.17501,36.80626,37.98056,39.83046,40.71487,42.54511,133,135,137,139,141,145,144,146,150,152,154,158,159,161,162,164,166,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3222,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.212627,8.107112,9.458297,10.44098,10.52825,11.51093,12.00227,12.52917,13.14335,13.14335,14.55595,14.3717,15.23154,15.83344,18.15502,18.67093,19.89927,20.88195,106,106,109,109,110,111,111,112,112,113,114,109,108,105,105,104,103,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,-9,-9,-9,3000,3000,4000,3000,4000,4000,4000,4000,4000,4000,4000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.2314,103.1169,103.1169,104.0597,104.3054,104.4282,104.4282,104.551,12.16067,12.16067,12.16067,12.2835,12.89768,13.38902,13.63469,14.00319,14.24886,14.49453,64,64,65,66,66,68,69,67,67,67,68,77,78,80,81,83,85,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.59001,27.18115,27.44464,30.08135,34.91128,31.55537,27.19897,36.87664,31.97545,29.16433,29.41,29.41,30.63835,34.57094,33.09505,33.46355,16.58273,16.8284,42,41,43,44,43,44,42,41,39,39,38,46,47,47,47,48,48,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,8221,7462,7848,8188,10260,12147,13196,14246,14218,15274,15631,13300,14010,15159,16737,16195,16447,17573,678410,674536,1520000,1656000,2300000,2366000,3629000,3664000,3907000,4289000,5229000,5733000,3236000,2938000,2876000,3123000,3229000,3982000,175,175,175,175,175,175,175,250,255,255,193,193,193,193,192,192,193,238,228519.2,229617,235411,211825.5,218612.9,215681.3,220152.5,222133.1,229066.2,232872.2,228599.9,248160,260185.4,280015.9,283578.2,284534.6,291750.8,300357.3,83226,84801,86386,87976,89564,90487,92718,94281,95831,97365,98881,99716,100909,102000,103002,103947,104874,105791,32135,32763,33398,34021,34729,35382,36047,36725,37415,38119,38767,39426,40037,40658,41288,41858,42435,43021
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9680,8000,-9,6900,11000,13000,15000,16000,17000,17000,18000,18000,14000,15000,16000,16000,18000,18000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,140.2265,146.8812,144.2141,154.0253,152.27,164.1212,165.734,184.1048,175.6395,178.641,193.3671,185.1597,191.955,209.6794,257.409,271.8344,333.2896,369.1066,189,194,199,205,211,216,222,230,230,235,241,257,265,274,283,292,301,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,21,23,25,18,24,33,44,60,81,109,167,202,216,226,232,207,292,349,71780,126000,109160,113000,136000,150000,211000,182000,159000,149000,155000,186000,158000,179000,98000,90000,146000,166000,43,43,44,44,34,36,36,30,30,30,31,31,31,31,30,29,29,16,5678.164,6098.311,6524.066,6585.192,6933.197,6989.734,7065.665,7377.627,7716.277,8342.821,8506.733,9480.797,9501.735,8537.354,9076.511,9778.59,9959.825,10293.85,9197,9467,9745,10030,10322,9976,10243,10517,10801,11090,11385,11678,11987,12084,12390,12701,13019,13345,1002,1032,1062,1054,1046,1038,1030,1022,1015,1007,1569,2131,2203,2277,2354,2434,2517,2603
91,8,8,8,8,8,8,8,8,8,8,8,8,-9,-9,-9,-9,0,0,45700,61000,42450,44000,45000,54000,1e+05,101000,99000,95000,95000,96000,55000,53000,52000,53000,55000,76000,18,17,17,17,17,17,10,10,7,8,8,8,8,12,12,12,12,12,3951.323,3924.572,3964.614,3408.326,3477.791,3475.575,3521.915,3392.653,3597.325,3597.94,3892.616,3922.918,3291.099,3394.376,3620.498,3714.156,4021.76,4342.11,5105,5265,5427,5595,5770,5953,6140,6338,6147,6316,6485,6530,6695,6861,7028,7107,7367,7537,1241,1279,1327,1352,1378,1403,1429,1454,1480,1505,1531,1556,1536,1515,1566,1616,1667,1720
92,16,19,28,37,24,28,41,45,43,34,41,39,49,57,59,48,72,73,143830,141870,175000,1e+05,132000,145000,149000,176000,163000,171000,168000,165000,109000,106000,106000,106000,106000,111000,55,60,49,49,30,22,22,15,15,15,17,17,17,16,15,15,16,16,2808.176,3326.662,3164.146,3255.885,3110.771,3442.755,3418.622,3648.94,3904.724,4065.231,4158.129,4562.732,4485.803,4567.391,4678.962,4846.655,4793.616,4974.975,5031,5351,5477,5393,5528,5662,5796,5928,6032,6154,6276,6397,6518,6638,6757,6875,6991,7105,1344,1436,1527,1618,1708,1799,1890,1980,2071,2220,2324,2427,2531,2634,2689,2743,2778,2814
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318000,225000,214500,210000,35000,39000,37000,36000,30000,25000,24000,27000,32000,31000,32000,34000,35000,37000,28,20,15,15,14,14,14,14,14,12,16,16,14,14,14,14,14,14,2679.454,2753.102,2800.294,2790.369,2875.365,2832.179,3024.577,3323.853,3480.292,3487.828,3551.046,3596.374,3629.865,3782.69,4030.29,3921.561,4189.669,4241.174,3871,3999,4131,4265,4401,4539,4238,4351,4807,4938,5074,5174,5245,5313,5381,5450,5523,5596,865,895,926,957,990,1023,1057,1093,1129,1167,1187,1209,1230,1252,1274,1297,1320,1344
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62670,55310,60700,95500,25000,48000,53000,59000,70000,69000,83000,76000,96000,94000,98000,95000,123000,159000,8,8,8,8,8,8,8,10,10,10,-9,-9,0,0,0,0,0,0,2798.469,2792.366,2910.189,3004.969,3070.233,2660.331,2443.817,2802.023,2010.375,1915.95,2311.191,2831.582,3097.125,3281.362,3521.781,3674.915,4074.602,4478.602,2805,2871,2938,3005,3266,3333,3398,3464,3841,3933,4023,3907,3998,4089,4179,4266,4354,4443,529,565,601,638,674,710,722,737,752,790,828,866,904,942,952,962,972,1089
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,75000,75000,95000,96000,107000,112000,114000,122000,128000,130000,132000,120000,130000,140000,158000,171000,2e+05,11,12,11,11,11,12,12,12,13,13,-9,-9,0,0,0,0,0,0,2962.607,2908.91,3931.65,3854.165,3098.957,2709.693,4500.141,4942.282,4929.097,5233.846,4940.013,4900.796,3124.224,1570.998,1920.724,1930.563,1950.688,1916.685,2398,2443,2488,2535,2583,2631,2674,2719,2767,2812,2856,2897,3060,3116,3172,3228,3284,3340,697,703,709,716,728,743,758,772,787,802,816,843,871,899,929,954,980,1007
100,733,700,657,715,694,714,695,734,636,534,660,638,664,668,730,842,1220,1245,904060,1180000,1100000,1232000,1183000,1791000,2562000,2542000,2574000,2164000,3062000,2861000,3008000,3234000,3971000,4937000,5377000,6806000,110,110,139,139,146,146,146,149,154,155,152,158,158,200,203,207,207,209,42580.38,43068.09,42876.14,45269.01,46686.65,47661.93,50832.68,51034.89,50994.97,49569.41,51109.71,51902.83,53830.31,55175.1,54831.87,55464.98,57688.73,58676.81,32300,32841,33392,33951,34520,35099,35626,36162,40803,41564,42321,40806,41327,41847,42368,42889,43405,43926,14778,15059,14959,15210,15940,16706,17508,18349,19230,20153,20919,22117,23596,24068,24549,25006,25471,25945
101,3140,2933,2446,2568,3524,3568,3956,3987,3553,3261,3835,3813,4164,3930,4561,4910,4864,5005,519190,1890000,1500000,1817000,932000,882000,796000,1540000,1333000,1328000,1397000,1896000,1379000,1283000,1680000,2454000,2588000,2795000,75,73,75,75,75,75,75,75,75,75,56,82,82,82,82,82,82,82,150925.8,157340.5,141019.8,158703.5,167168.6,169595.3,166103.7,178704.2,208426.7,202749.4,195033,200974.4,203143.4,195503.4,201170.9,212782.6,212091.2,209508.6,19325,19972,20249,20712,21177,21844,22311,22777,23242,23706,24170,24766,25220,25674,26127,26577,27031,27483,8646,8711,8775,9445,10115,10786,11456,12126,11143,11405,11663,11926,12196,12471,12753,13004,13261,13522
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6542,7868,-9,6100,8000,7000,7000,7000,8000,7000,7000,6000,5000,5000,-9,-9,-9,-9,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,439.3171,459.9468,532.2103,531.6208,577.0668,572.5402,609.9082,617.0041,606.2729,688.3054,700.8432,701.7888,695.3473,684.6786,697.689,742.764,747.5924,747.5946,795,799,805,813,821,830,838,847,850,855,861,744,748,753,756,758,761,763,106,106,108,109,110,112,113,115,117,118,120,121,121,121,121,121,121,121
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90760,75070,61620,58000,13000,14000,14000,15000,15000,11000,21000,24000,17000,19000,22000,21000,20000,22000,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,565.826,669.6414,673.2979,680.7297,685.1747,692.8684,632.8125,636.7723,636.6055,642.9375,983.6564,1089.392,1066.231,1026.651,1046.946,1091.701,1127.218,1127.281,402,402,403,404,405,409,414,437,414,415,417,470,476,483,487,499,504,510,203,206,211,213,214,216,220,223,227,230,234,237,241,244,243,247,251,255
130,20,20,20,27,32,35,20,44,46,53,58,60,69,80,72,84,85,87,251380,260920,-9,535000,560000,530000,625000,692000,543000,339000,480000,507000,483000,640000,588000,593000,653000,773000,53,53,57,57,57,58,58,58,58,58,58,60,60,60,53,46,47,57,12450.75,12428.07,14754.06,16884.55,12141.96,15848.81,17136.3,15211.53,16225.27,16832.59,17920.41,17619.99,17730.37,17776.76,19016.46,18296.07,19067.9,19705.87,10264,10502,10741,10981,11221,11460,11698,11937,12175,12411,12646,12480,12661,12843,13027,13215,13408,13605,3445,3528,3609,3689,4156,4681,5273,5370,5744,5742,5740,5755,5770,5785,5922,6060,6197,6334
135,284,404,343,417,509,512,578,607,631,559,751,690,611,669,726,790,896,881,641940,701000,782630,696000,783000,874000,1135000,1276000,1009000,888000,888000,896000,912000,884000,923000,1097000,1108000,1226000,125,123,112,112,112,115,115,115,115,115,115,100,110,100,90,80,80,80,17415.15,18036.83,17405.72,18791.11,18684.05,18603.38,18191.64,19282.67,22994.62,22114.58,22572.76,22386.28,22808.74,23013.01,25533.79,31376.63,31630.21,36872.23,21569,21998,22454,22739,23130,23532,23947,24371,24797,25230,25662,26367,26739,27103,27460,27811,28151,28482,10742,10955,11109,11264,11418,11573,11727,11882,12036,12191,12345,12500,12654,13374,12550,11726,13357,14988
140,20567,22617,23898,25155,25747,25076,25237,26153,25760,24996,27865,26717,29604,31147,32909,31610,30901,33782,1180000,2300000,4300000,5852000,7215000,9824000,14248000,18546000,18781000,15978000,14378000,10511000,9665000,9148000,9612000,13281000,16206000,20559000,295,295,296,296,296,296,296,296,296,300,288,288,288,288,295,302,287,288,337906.9,332010.7,339026.2,338090,354567.3,353825.9,378293.6,393874.1,395939.2,396952.3,392208.5,401836.7,410083,423997,464396.2,468264.7,475356.2,510637.3,144724,147074,149358,151572,153726,155822,157872,159884,165851,167988,170115,173808,176304,178741,181106,183383,185564,187642,75592,70343,71787,73232,74676,76120,77316,78511,79707,83722,82372,85941,89510,93078,96647,100216,101739,103286
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187052,122880,117000,126000,145000,146000,159000,155000,209000,149000,128000,135000,145000,151000,148000,147000,156000,162000,30,33,32,32,28,28,33,33,33,33,32,32,32,32,31,31,33,46,6821.951,7138.6,7621.547,7881.044,8334.714,8871.533,9661.338,9066.279,9653.623,9198.772,8433.199,7882.251,8629.573,11439.81,10885.33,9120.934,9027.759,9691.656,6573,6733,6897,7065,7237,7414,7588,7767,7957,8142,8329,8624,8824,9025,9227,9427,9627,9828,2415,2528,2640,2801,2963,3124,3297,3470,3643,4009,4374,4740,4421,4101,4211,4321,4431,4541
150,48,61,86,77,87,95,96,66,56,56,77,71,80,91,107,101,115,95,45420,107000,115900,102000,84000,112000,134000,134000,135000,128000,90000,76000,51000,44000,52000,58000,67000,1e+05,16,16,16,16,16,16,16,16,16,17,20,19,19,19,14,10,10,10,5696.363,5995,5747.741,6319.983,7018.536,10890.77,8094.333,8887.582,10368.33,10152.28,10339.27,9441.104,9613.752,10099.92,10082.28,9959.492,10084.66,10154.61,4219,4334,4453,4575,4700,4828,4955,5085,5222,5358,5496,5456,5567,5677,5788,5899,6009,6120,493,498,502,602,701,801,901,1001,1100,1200,1300,1399,1499,1545,1593,1637,1683,1730
155,772,805,1013,1063,1040,1014,1178,1167,1171,1291,1352,1247,1279,1377,1579,1537,1627,1679,541410,1e+06,1020000,1002000,1614000,1947000,2038000,2922000,3071000,2586000,3158000,2841000,2703000,2735000,3424000,4143000,4677000,5238000,95,90,92,92,102,102,102,102,100,88,87,88,80,77,77,78,78,76,24636.11,24918.3,25865.79,27082.19,28643.37,29424.73,31368.09,34831.08,37630.54,38209.27,47629.61,39644.65,40033.75,41791.48,72263.79,72442.29,77502.19,71303.72,13100,13320,13545,13771,13994,14210,14419,14622,14824,15019,15211,15572,15746,15919,16093,16267,16433,16598,7799,7840,7881,7921,7962,8003,8459,9056,8843,9334,9471,9605,9739,9870,10000,10371,10742,10124
160,3636,2991,2700,2886,3289,3581,4075,4169,4216,3799,4474,4107,4356,5044,5133,5380,5533,5387,770980,2720000,2600000,2700000,3738000,3879000,4644000,4972000,5365000,5418000,4776000,4408000,1466000,1507000,1629000,1780000,1873000,2093000,85,70,65,65,69,65,65,65,73,73,71,70,69,71,71,71,71,72,90541.58,93022.66,90711.57,86533.07,89110.45,88240.67,93318.53,100024.3,100607.4,107651.4,107570.9,117034.3,115654.3,124910.7,129631.9,131414.3,140350.9,146287.8,32527,32974,33421,33869,34318,34768,35220,35672,36123,36577,37032,37156,37516,37870,38226,38592,38971,39356,14419,14694,14922,15153,15388,15608,15831,16058,16287,16520,16723,16929,17137,17348,17561,17770,17982,18196
165,34,44,53,53,36,40,34,39,52,45,38,31,34,40,58,64,57,71,180000,240800,216000,223000,339000,331000,286000,307000,321000,317000,378000,352000,204000,126000,188000,240000,227000,304000,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,25,4130.68,4191.615,4475.271,3126.783,2520.114,4182.268,4646.353,4443.771,5344.878,4623.104,5235.768,5345.771,4664.807,5045.387,5487.53,5761.272,5111.681,5454.579,3094,3112,3130,3149,3167,3186,3203,3221,3289,3313,3337,3308,3309,3304,3302,3306,3314,3324,1342,1360,1349,1337,1326,1314,1303,1314,1326,1337,1349,1360,1372,1383,1366,1348,1345,1350
200,16464,16632,16008,16464,17286,17604,17992,18501,17315,16298,15155,13543,11667,13268,13766,13248,13871,14317,38520000,40430000,42330000,34020000,35409000,33406000,35266000,35736000,38093000,36368000,35655000,34714000,38141000,43311000,50120000,56922000,59926000,63258000,308,301,293,271,257,233,221,218,218,218,212,211,210,213,209,205,217,191,510526.7,533199.4,541635.5,552364.4,516889.3,526065.1,541009.4,541694.1,530526.5,486833.6,572128.4,584162.1,589509.7,608980,654858.1,662567.9,688107.2,684113.4,57561,57801,58006,58191,58395,58606,58801,58200,58649,58744,58830,59113,59323,59557,59846,60238,60587,60975,46950,46681,47761,48842,49922,48440,52148,52320,52493,52666,52956,53247,53540,53834,54130,54504,54880,55259
205,325,293,257,326,266,310,341,337,358,335,360,150,-9,-9,-9,-9,-9,-9,508210,512840,640300,543000,633000,688000,757000,767000,737000,745000,629000,623000,673000,803000,919000,948000,1113000,1329000,13,13,13,13,17,17,17,17,17,14,12,10,10,10,10,10,10,10,12510.31,12623.58,12873.24,13014.74,13548.59,13779.48,14348.39,15608.77,16060.29,15973.1,17625.36,18192.74,18088.92,22706.2,17217.88,18289.28,18808.26,19366.65,3503,3526,3549,3574,3586,3601,3626,3661,3681,3705,3730,3839,3917,3979,4044,4131,4235,4339,611,605,606,607,607,608,609,611,612,614,616,617,619,634,649,664,679,695
210,5408,5168,5437,6000,6171,6409,6326,6641,6377,6075,5666,6037,6117,6571,6848,6919,6372,7368,7820000,8290000,8010000,7356000,7924000,8011000,8022000,6839000,7192000,6193000,6027000,6257000,6744000,8414000,9440000,9616000,10181000,11141000,104,104,90,86,77,67,64,57,55,54,52,50,50,53,53,53,53,53,318299.8,329216.1,334896.1,336833,348327.3,343388,380124.7,371933.3,377199.5,373835.7,398743.7,418435.9,388553.9,397586.8,405666.2,370466.6,358509.6,360249.1,14952,15070,15184,15290,15383,15459,15531,15604,15678,15735,15786,16046,16149,16225,16282,16320,16346,16382,3882,4010,4137,4354,4290,4401,4409,4626,4842,4880,4924,4967,5011,5050,5079,5107,5136,5152
211,11424,11340,10332,10176,11331,11606,10818,10739,11425,10931,11636,10762,11343,11114,11698,10422,11631,10692,3070000,3250000,3160000,4e+06,4014000,4449000,4333000,3769000,3737000,3442000,3212000,3017000,3155000,3902000,4311000,4250000,4294000,5e+06,106,101,79,70,53,47,45,46,43,42,39,39,39,41,38,36,37,40,201399.1,220732.5,210055.3,212468.3,216891.9,212518.2,215795.1,221091.9,215748.6,247064.6,247736.8,248831.9,254079,265255.3,260428.7,244663.8,246322.2,213428.5,9967,9979,10055,10084,10116,10137,10159,10188,10141,10152,10161,10287,10333,10372,10417,10473,10542,10623,1474,1456,1460,1466,1473,1477,1482,1486,1491,1495,1497,1499,1490,1480,1471,1461,1452,1460
212,3480,3384,3072,3288,3073,2613,2502,2580,2477,2600,2571,2725,2719,2675,2684,2194,2802,2858,100230,105720,95930,108000,128000,142000,145000,134000,146000,135000,129000,145000,154000,2e+05,236000,245000,254000,279000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1595.352,1681.366,1768.782,1769.871,1902.576,2016.376,2110.314,2135.592,2171.851,2187.632,2291.514,2310.746,2897.007,2939.494,3201.186,3151.423,3366.964,3271.162,382,387,390,398,404,410,416,417,422,426,431,442,446,452,458,465,473,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,19020,18432,18024,17112,18031,18100,17633,19767,20126,20200,20954,19343,20258,19758,20770,19481,19852,19250,34790000,37340000,34870000,37200000,45184000,47768000,47401000,41523000,40834000,37811000,34053000,32909000,36492000,46232000,53363000,53181000,54321000,60662000,554,554,542,506,506,504,501,475,449,421,294,274,260,259,256,254,255,255,571024.4,595982.3,603011.3,613522.4,598363.8,624708.9,684113.1,665694.7,692127,680096,702146.1,697501.5,708924.6,744472.7,759272.7,747442.6,732054.1,712940.6,56735,57055,57374,57654,57900,58139,58375,58607,58683,58886,59080,59454,59863,60264,60643,60996,61353,61707,9854,9920,9986,10053,10121,10176,10232,10289,10345,10402,10589,10780,10974,11172,11373,11533,11696,11861
